Folder,Results
ecg-type-pattern-shift,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5307040404040404, 'AUC-PR': 0.012306969208126736}, {'Algorithm': 'COF', 'AUC-ROC': 0.5130277777777777, 'AUC-PR': 0.010514668635470816}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9997737373737373, 'AUC-PR': 0.9771667382518595}, {'Algorithm': 'KNN', 'AUC-ROC': 0.5478621212121212, 'AUC-PR': 0.013529993178535125}, {'Algorithm': 'LOF', 'AUC-ROC': 0.506689898989899, 'AUC-PR': 0.01076831099748183}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.966910101010101, 'AUC-PR': 0.7824129939740728}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.9320404040404041, 'AUC-PR': 0.5528234475203492}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.9320404040404041, 'AUC-PR': 0.5528234475203492}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9997212121212121, 'AUC-PR': 0.9718605602248594}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.9311969696969697, 'AUC-PR': 0.5530275484502963}]"
cbf-diff-count-3,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5179074522275854, 'AUC-PR': 0.025287251416016995}, {'Algorithm': 'COF', 'AUC-ROC': 0.47984564370717087, 'AUC-PR': 0.023804444431995406}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9431564496123322, 'AUC-PR': 0.44508405087390146}, {'Algorithm': 'KNN', 'AUC-ROC': 0.6207667144428891, 'AUC-PR': 0.035026292653164655}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5010987008015337, 'AUC-PR': 0.023639532881994003}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.7815164406561945, 'AUC-PR': 0.24680351940235015}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.4757668946826232, 'AUC-PR': 0.017381431357322785}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.47576689468262323, 'AUC-PR': 0.017381431357322785}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.7420063677936474, 'AUC-PR': 0.041258743433297114}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.4757679101177448, 'AUC-PR': 0.017381517202832986}]"
poly-channels-all-of-3,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.3083909090909091, 'AUC-PR': 0.006467042756764114}, {'Algorithm': 'COF', 'AUC-ROC': 0.49466161616161614, 'AUC-PR': 0.009755829489235372}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9992090909090909, 'AUC-PR': 0.8960143947897738}, {'Algorithm': 'KNN', 'AUC-ROC': 0.7288737373737374, 'AUC-PR': 0.01676545036189074}, {'Algorithm': 'LOF', 'AUC-ROC': 0.47171212121212125, 'AUC-PR': 0.009177430895400553}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.8714242424242424, 'AUC-PR': 0.035625055315979606}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.4042585858585859, 'AUC-PR': 0.007786878341545822}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.4042585858585858, 'AUC-PR': 0.007786878341545822}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.8404777777777777, 'AUC-PR': 0.07024581583153794}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.40378686868686875, 'AUC-PR': 0.0077825713721220175}]"
ecg-length-100,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.6204212121212122, 'AUC-PR': 0.02449579634794174}, {'Algorithm': 'COF', 'AUC-ROC': 0.5317353535353535, 'AUC-PR': 0.01048428803624384}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9998828282828284, 'AUC-PR': 0.9890969298246826}, {'Algorithm': 'KNN', 'AUC-ROC': 0.6826161616161617, 'AUC-PR': 0.015646518596121737}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5564080808080808, 'AUC-PR': 0.013024897432244619}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.8642545454545455, 'AUC-PR': 0.34105094137999725}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.9999929292929294, 'AUC-PR': 0.9993042079489352}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.9999929292929294, 'AUC-PR': 0.9993042079489352}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9999505050505051, 'AUC-PR': 0.9952805832105229}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.9999939393939394, 'AUC-PR': 0.999406774748851}]"
cbf-position-middle,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.9924939393939394, 'AUC-PR': 0.43954924889959207}, {'Algorithm': 'COF', 'AUC-ROC': 0.5036186868686869, 'AUC-PR': 0.013270092862835753}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9638212121212122, 'AUC-PR': 0.11297687054472078}, {'Algorithm': 'KNN', 'AUC-ROC': 0.9658434343434343, 'AUC-PR': 0.1148148731158764}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5260777777777779, 'AUC-PR': 0.015268546391189367}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.9344535353535354, 'AUC-PR': 0.08441075489276971}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.6037777777777777, 'AUC-PR': 0.011543412972461206}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.6037777777777777, 'AUC-PR': 0.011543412972461208}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9811929292929293, 'AUC-PR': 0.19829468514361365}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.6037787878787878, 'AUC-PR': 0.01154344276127817}]"
sinus-noise-10%,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.6201454545454546, 'AUC-PR': 0.01783345317309439}, {'Algorithm': 'COF', 'AUC-ROC': 0.4715782828282828, 'AUC-PR': 0.008758735187147697}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9979595959595959, 'AUC-PR': 0.7676479230532054}, {'Algorithm': 'KNN', 'AUC-ROC': 0.7479196969696968, 'AUC-PR': 0.018347149711530873}, {'Algorithm': 'LOF', 'AUC-ROC': 0.4514565656565656, 'AUC-PR': 0.008527536142099073}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.49463232323232326, 'AUC-PR': 0.38165270188231265}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.9999969696969697, 'AUC-PR': 0.9997024458328185}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.9999969696969697, 'AUC-PR': 0.9997024458328188}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9882818181818182, 'AUC-PR': 0.26855422993511735}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.9999969696969697, 'AUC-PR': 0.9997024458328185}]"
poly-type-mean,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.2949363636363636, 'AUC-PR': 0.006408052492004087}, {'Algorithm': 'COF', 'AUC-ROC': 0.46186363636363637, 'AUC-PR': 0.008949773211610253}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.999149494949495, 'AUC-PR': 0.8639397744979769}, {'Algorithm': 'KNN', 'AUC-ROC': 0.3013217171717172, 'AUC-PR': 0.006791320074439621}, {'Algorithm': 'LOF', 'AUC-ROC': 0.45307626262626255, 'AUC-PR': 0.008877644209612465}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.5486515151515152, 'AUC-PR': 0.010107443194749903}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.4199020202020202, 'AUC-PR': 0.012466179084625474}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.4199020202020202, 'AUC-PR': 0.012466179084625474}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9992131313131313, 'AUC-PR': 0.913054244917398}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.4199848484848485, 'AUC-PR': 0.012467044957682175}]"
sinus-type-platform,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.8256737373737374, 'AUC-PR': 0.05620653156434649}, {'Algorithm': 'COF', 'AUC-ROC': 0.5158722222222223, 'AUC-PR': 0.009956105456564994}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9980383838383838, 'AUC-PR': 0.73566615169074}, {'Algorithm': 'KNN', 'AUC-ROC': 0.6833747474747475, 'AUC-PR': 0.014941549208999736}, {'Algorithm': 'LOF', 'AUC-ROC': 0.47320808080808086, 'AUC-PR': 0.008762336506442894}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.452839393939394, 'AUC-PR': 0.28051545778056364}, {'Algorithm': 'STAMP', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'STOMP', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9873535353535354, 'AUC-PR': 0.2545792350157595}, {'Algorithm': 'VALMOD', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}]"
poly-same-count-1,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.4503656565656566, 'AUC-PR': 0.008318934904857274}, {'Algorithm': 'COF', 'AUC-ROC': 0.4755868686868687, 'AUC-PR': 0.019321970354910463}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9999030303030303, 'AUC-PR': 0.9905761856695885}, {'Algorithm': 'KNN', 'AUC-ROC': 0.35430656565656565, 'AUC-PR': 0.007414208627286795}, {'Algorithm': 'LOF', 'AUC-ROC': 0.49358080808080806, 'AUC-PR': 0.020596297893287714}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.21748686868686867, 'AUC-PR': 0.00630200439777705}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.8051020202020203, 'AUC-PR': 0.02954985665195195}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.8051020202020203, 'AUC-PR': 0.02954985665195195}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9999222222222223, 'AUC-PR': 0.9924713429740553}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.8051020202020203, 'AUC-PR': 0.02954985665195195}]"
sinus-type-extremum,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'COF', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'kMeans', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'KNN', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'LOF', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.9998999899989999, 'AUC-PR': 0.25}, {'Algorithm': 'STAMP', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'STOMP', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'VALMOD', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}]"
ecg-trend-sinus,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5441232323232323, 'AUC-PR': 0.011481199598307429}, {'Algorithm': 'COF', 'AUC-ROC': 0.4701954545454545, 'AUC-PR': 0.019232414290298126}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.5506757575757575, 'AUC-PR': 0.010380187099252626}, {'Algorithm': 'KNN', 'AUC-ROC': 0.5837181818181818, 'AUC-PR': 0.012222532813464467}, {'Algorithm': 'LOF', 'AUC-ROC': 0.48856818181818185, 'AUC-PR': 0.019504440529071767}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.8368090909090908, 'AUC-PR': 0.03574101724466648}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.9999969696969697, 'AUC-PR': 0.9997024458328185}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.9999969696969697, 'AUC-PR': 0.9997024458328185}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9999616161616162, 'AUC-PR': 0.9963538181542666}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.9999979797979799, 'AUC-PR': 0.9997999899989999}]"
cbf-diff-count-2,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.4462997062409544, 'AUC-PR': 0.01813542305742502}, {'Algorithm': 'COF', 'AUC-ROC': 0.45853866627192064, 'AUC-PR': 0.01841456991537626}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.2919326784683721, 'AUC-PR': 0.0066200672525717754}, {'Algorithm': 'KNN', 'AUC-ROC': 0.3215596334863307, 'AUC-PR': 0.016694685798638243}, {'Algorithm': 'LOF', 'AUC-ROC': 0.469841438129064, 'AUC-PR': 0.018478548689507737}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.4553415236462529, 'AUC-PR': 0.00869078232541408}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.49654880631006826, 'AUC-PR': 0.00920107468417514}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.49654880631006826, 'AUC-PR': 0.00920107468417514}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.547112969706911, 'AUC-PR': 0.010475107492970948}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.49654880631006826, 'AUC-PR': 0.00920107468417514}]"
cbf-diff-count-5,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5592657069691643, 'AUC-PR': 0.045599934342115546}, {'Algorithm': 'COF', 'AUC-ROC': 0.3807800012418169, 'AUC-PR': 0.03170761178368715}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.5507322432537263, 'AUC-PR': 0.040663130955861444}, {'Algorithm': 'KNN', 'AUC-ROC': 0.5760527060305274, 'AUC-PR': 0.053493648643248945}, {'Algorithm': 'LOF', 'AUC-ROC': 0.4503782475263035, 'AUC-PR': 0.036821632286219805}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.5010780164912232, 'AUC-PR': 0.03610933584705051}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.5360907555052363, 'AUC-PR': 0.07366153208604843}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.42943427970338766, 'AUC-PR': 0.06790941273290219}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.6492844355410048, 'AUC-PR': 0.07671243503212177}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.42943427970338766, 'AUC-PR': 0.06790941273290219}]"
sinus-noise-50%,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.4514555555555555, 'AUC-PR': 0.008338628910877433}, {'Algorithm': 'COF', 'AUC-ROC': 0.47017121212121216, 'AUC-PR': 0.008998115270851207}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.997979797979798, 'AUC-PR': 0.7180000747519021}, {'Algorithm': 'KNN', 'AUC-ROC': 0.3706272727272727, 'AUC-PR': 0.007110717930699196}, {'Algorithm': 'LOF', 'AUC-ROC': 0.46807727272727273, 'AUC-PR': 0.008648664010756365}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.28024646464646463, 'AUC-PR': 0.00705920527034543}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.9999969696969697, 'AUC-PR': 0.9997024458328185}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.9999969696969697, 'AUC-PR': 0.9997024458328185}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9997040404040404, 'AUC-PR': 0.9720357085968274}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.9999969696969697, 'AUC-PR': 0.9997024458328185}]"
rw-type-variance,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.7690282828282827, 'AUC-PR': 0.11064483040042745}, {'Algorithm': 'COF', 'AUC-ROC': 0.6529580808080808, 'AUC-PR': 0.2659064425526994}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9999444444444444, 'AUC-PR': 0.9946735690959587}, {'Algorithm': 'KNN', 'AUC-ROC': 0.8160227272727274, 'AUC-PR': 0.18115824457831045}, {'Algorithm': 'LOF', 'AUC-ROC': 0.6909247474747475, 'AUC-PR': 0.27020681315499967}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.989431313131313, 'AUC-PR': 0.3728643452949844}, {'Algorithm': 'STAMP', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'STOMP', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9999969696969697, 'AUC-PR': 0.9997024458328185}, {'Algorithm': 'VALMOD', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}]"
ecg-length-500,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5876486315789474, 'AUC-PR': 0.06102966717619558}, {'Algorithm': 'COF', 'AUC-ROC': 0.5393586315789474, 'AUC-PR': 0.08537318339172319}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9999086315789474, 'AUC-PR': 0.9982545351462563}, {'Algorithm': 'KNN', 'AUC-ROC': 0.6807587368421053, 'AUC-PR': 0.08803755484186807}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5584402105263158, 'AUC-PR': 0.08976010981210653}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.6600328421052631, 'AUC-PR': 0.4691656129177394}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.9999471578947368, 'AUC-PR': 0.9989498609635497}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.9999471578947368, 'AUC-PR': 0.9989498609635497}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9999174736842105, 'AUC-PR': 0.9984356706997509}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.999946947368421, 'AUC-PR': 0.9989459900988567}]"
ecg-noise-30%,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.3826434343434344, 'AUC-PR': 0.0072476453303245}, {'Algorithm': 'COF', 'AUC-ROC': 0.5020808080808081, 'AUC-PR': 0.00967593824989951}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.5407797979797979, 'AUC-PR': 0.010009828793277704}, {'Algorithm': 'KNN', 'AUC-ROC': 0.15947323232323232, 'AUC-PR': 0.005476863533775685}, {'Algorithm': 'LOF', 'AUC-ROC': 0.4664085858585858, 'AUC-PR': 0.008711642498174292}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.5937121212121212, 'AUC-PR': 0.01179201556529021}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.7211979797979797, 'AUC-PR': 0.01639169756267023}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.7211979797979797, 'AUC-PR': 0.01639169756267023}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9968040404040404, 'AUC-PR': 0.7131863444572648}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.7223626262626263, 'AUC-PR': 0.01645812095142426}]"
rw-type-amplitude,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.4603020202020202, 'AUC-PR': 0.008425062343667324}, {'Algorithm': 'COF', 'AUC-ROC': 0.48737323232323226, 'AUC-PR': 0.008971189927870195}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9980222222222221, 'AUC-PR': 0.7068296049890993}, {'Algorithm': 'KNN', 'AUC-ROC': 0.44247575757575763, 'AUC-PR': 0.008016222505367328}, {'Algorithm': 'LOF', 'AUC-ROC': 0.487689898989899, 'AUC-PR': 0.008957461501341843}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.7227858585858586, 'AUC-PR': 0.020975883770674324}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.9066545454545454, 'AUC-PR': 0.06793004669750216}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.9066545454545454, 'AUC-PR': 0.06793004669750216}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9969181818181818, 'AUC-PR': 0.5579433437116633}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.9067777777777778, 'AUC-PR': 0.06792541260010036}]"
cbf-type-extremum,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'COF', 'AUC-ROC': 0.9999999999999999, 'AUC-PR': 1.0}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9764976497649765, 'AUC-PR': 0.00211864406779661}, {'Algorithm': 'KNN', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'LOF', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.684968496849685, 'AUC-PR': 0.00015867978419549348}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.6796679667966796, 'AUC-PR': 0.00015605493133583021}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.6796679667966796, 'AUC-PR': 0.00015605493133583021}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9897989798979898, 'AUC-PR': 0.0048543689320388345}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.6800680068006801, 'AUC-PR': 0.00015625}]"
poly-length-10,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.5312912912912913, 'AUC-PR': 0.0011469060256333345}, {'Algorithm': 'COF', 'AUC-ROC': 0.44755755755755755, 'AUC-PR': 0.001055739913172953}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.99992992992993, 'AUC-PR': 0.9394332056832057}, {'Algorithm': 'KNN', 'AUC-ROC': 0.643098098098098, 'AUC-PR': 0.0012981892116042996}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5508508508508508, 'AUC-PR': 0.0016930236143041547}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.20667667667667666, 'AUC-PR': 0.0006233713399069168}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.7001101101101102, 'AUC-PR': 0.0015275230812397504}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.7001101101101102, 'AUC-PR': 0.0015275230812397504}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 1.0, 'AUC-PR': 1.0}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.7001101101101102, 'AUC-PR': 0.0015275230812397504}]"
cbf-type-platform,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.3908080808080808, 'AUC-PR': 0.008155276463872126}, {'Algorithm': 'COF', 'AUC-ROC': 0.0, 'AUC-PR': 0.005}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.287040404040404, 'AUC-PR': 0.006301836506337844}, {'Algorithm': 'KNN', 'AUC-ROC': 0.0, 'AUC-PR': 0.005}, {'Algorithm': 'LOF', 'AUC-ROC': 0.40040404040404043, 'AUC-PR': 0.00828363154406892}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.5347727272727273, 'AUC-PR': 0.010703178792339917}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.3668555555555555, 'AUC-PR': 0.007201332105337507}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.8351818181818182, 'AUC-PR': 0.029714657950062853}]"
sinus-trend-quadratic,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.4699989898989899, 'AUC-PR': 0.05803360960520541}, {'Algorithm': 'COF', 'AUC-ROC': 0.5156202020202021, 'AUC-PR': 0.07216649215823101}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.749841414141414, 'AUC-PR': 0.018330296770710245}, {'Algorithm': 'KNN', 'AUC-ROC': 0.3947303030303031, 'AUC-PR': 0.032816624980724976}, {'Algorithm': 'LOF', 'AUC-ROC': 0.5224984848484848, 'AUC-PR': 0.07083911316300548}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.8400474747474749, 'AUC-PR': 0.028579215472300353}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.9996141414141415, 'AUC-PR': 0.9472565665951623}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.9996141414141415, 'AUC-PR': 0.9472565665951623}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9998646464646465, 'AUC-PR': 0.9871544679225308}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.9996141414141415, 'AUC-PR': 0.9472565665951623}]"
poly-trend-linear,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.7719767676767676, 'AUC-PR': 0.03367902750469255}, {'Algorithm': 'COF', 'AUC-ROC': 0.4870439393939394, 'AUC-PR': 0.00926484703257627}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9999636363636364, 'AUC-PR': 0.9964938240187242}, {'Algorithm': 'KNN', 'AUC-ROC': 0.8629287878787879, 'AUC-PR': 0.0454206865227604}, {'Algorithm': 'LOF', 'AUC-ROC': 0.517600505050505, 'AUC-PR': 0.01012996460036345}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.5716888888888889, 'AUC-PR': 0.010822411553964354}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.5508949494949495, 'AUC-PR': 0.010093469299507453}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.5508949494949495, 'AUC-PR': 0.010093469299507453}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9999989898989899, 'AUC-PR': 0.999900495049505}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.5509020202020203, 'AUC-PR': 0.010093629149128761}]"
ecg-channels-single-of-5,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.859029292929293, 'AUC-PR': 0.09148507859324405}, {'Algorithm': 'COF', 'AUC-ROC': 0.939570707070707, 'AUC-PR': 0.6080955805331578}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.9999545454545455, 'AUC-PR': 0.9956297742865446}, {'Algorithm': 'KNN', 'AUC-ROC': 0.8436858585858585, 'AUC-PR': 0.5366210571440488}, {'Algorithm': 'LOF', 'AUC-ROC': 0.96500101010101, 'AUC-PR': 0.6768469582298048}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.13776363636363637, 'AUC-PR': 0.09512271405583801}, {'Algorithm': 'STAMP', 'AUC-ROC': 0.9965060606060606, 'AUC-PR': 0.5637873254988354}, {'Algorithm': 'STOMP', 'AUC-ROC': 0.9965060606060606, 'AUC-PR': 0.5637865627073749}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.9999787878787879, 'AUC-PR': 0.9979427018873944}, {'Algorithm': 'VALMOD', 'AUC-ROC': 0.9965060606060606, 'AUC-PR': 0.5637861234595611}]"
cbf-combined-diff-2,"[{'Algorithm': 'CBLOF', 'AUC-ROC': 0.3731027649769585, 'AUC-PR': 0.05149742468822155}, {'Algorithm': 'COF', 'AUC-ROC': 0.13722534562211983, 'AUC-PR': 0.037911899572888555}, {'Algorithm': 'kMeans', 'AUC-ROC': 0.4295729646697389, 'AUC-PR': 0.09729856995831411}, {'Algorithm': 'KNN', 'AUC-ROC': 0.12738609831029188, 'AUC-PR': 0.03744573426393534}, {'Algorithm': 'LOF', 'AUC-ROC': 0.3822193548387096, 'AUC-PR': 0.05238192004760927}, {'Algorithm': 'PS-SVM', 'AUC-ROC': 0.4366672811059908, 'AUC-PR': 0.06968658526258785}, {'Algorithm': 'Sub-LOF', 'AUC-ROC': 0.3991714285714286, 'AUC-PR': 0.052522477046084065}]"
